user_id,age,gender,bmi,fitness_goal,experience_level,weekly_attendance,preferred_time,recommended_class
399,45,Female,27.4,Muscle Gain,Beginner,4,Morning,Strength Training
400,30,Male,29.2,Muscle Gain,Beginner,3,Evening,Strength Training
401,37,Female,28.7,Flexibility,Advanced,5,Morning,Yoga
402,19,Male,29.6,Flexibility,Advanced,5,Morning,Pilates
403,27,Female,21.9,Muscle Gain,Beginner,2,Morning,Strength Training
404,47,Male,18.4,Muscle Gain,Beginner,4,Evening,Strength Training
405,47,Female,22.7,Flexibility,Intermediate,2,Morning,Yoga
406,22,Female,27.7,Muscle Gain,Advanced,3,Evening,Strength Training
407,32,Male,27.5,Weight Loss,Advanced,1,Morning,Cardio Blast
408,44,Male,27.6,Flexibility,Intermediate,3,Morning,Pilates
409,42,Female,23.2,Flexibility,Intermediate,2,Evening,Pilates
410,19,Female,25.4,Weight Loss,Beginner,2,Morning,Zumba
411,48,Female,20.5,Muscle Gain,Intermediate,5,Morning,CrossFit
412,48,Male,23.4,Weight Loss,Advanced,0,Evening,Zumba
413,34,Male,20.1,Muscle Gain,Advanced,4,Evening,CrossFit
414,18,Female,31.6,Flexibility,Advanced,1,Evening,Pilates
415,35,Male,19.6,Flexibility,Beginner,5,Evening,Pilates
416,35,Female,30.9,Weight Loss,Intermediate,2,Morning,HIIT
417,42,Male,31.5,Muscle Gain,Beginner,2,Morning,Strength Training
418,30,Male,19.8,Flexibility,Intermediate,3,Evening,Pilates
419,42,Female,24.3,Weight Loss,Advanced,4,Evening,HIIT
420,20,Male,30.2,Muscle Gain,Beginner,4,Evening,CrossFit
421,42,Female,23.4,Flexibility,Intermediate,0,Evening,Pilates
422,42,Female,30.3,Muscle Gain,Intermediate,3,Evening,Strength Training
423,37,Female,26.6,Muscle Gain,Beginner,1,Morning,Strength Training
424,44,Female,28.8,Flexibility,Advanced,2,Evening,Pilates
425,25,Female,30.8,Weight Loss,Intermediate,4,Morning,Cardio Blast
426,29,Female,31.7,Muscle Gain,Beginner,5,Morning,CrossFit
427,47,Female,27.7,Muscle Gain,Intermediate,4,Morning,CrossFit
428,22,Male,18.4,Weight Loss,Advanced,1,Morning,Cardio Blast
429,42,Male,18.1,Muscle Gain,Advanced,4,Evening,Strength Training
430,24,Male,30.4,Flexibility,Advanced,5,Morning,Pilates
431,31,Male,23.3,Muscle Gain,Advanced,5,Evening,Strength Training
432,44,Male,22.2,Muscle Gain,Beginner,0,Morning,CrossFit
433,47,Female,30.2,Weight Loss,Beginner,1,Evening,HIIT
434,45,Female,22.4,Weight Loss,Intermediate,4,Evening,HIIT
435,41,Female,22.1,Muscle Gain,Beginner,5,Evening,CrossFit
436,31,Male,22.2,Flexibility,Intermediate,5,Morning,Pilates
437,18,Male,27.1,Flexibility,Intermediate,5,Morning,Pilates
438,24,Female,22.4,Flexibility,Beginner,4,Morning,Yoga
439,20,Male,30.0,Flexibility,Intermediate,3,Evening,Yoga
440,49,Male,19.3,Weight Loss,Beginner,4,Evening,Cardio Blast
441,48,Male,18.4,Weight Loss,Advanced,4,Evening,Zumba
442,35,Male,29.0,Weight Loss,Advanced,5,Morning,HIIT
443,33,Male,19.5,Muscle Gain,Beginner,3,Morning,Strength Training
444,29,Female,23.7,Weight Loss,Advanced,5,Morning,Cardio Blast
445,25,Female,25.3,Flexibility,Beginner,3,Evening,Pilates
446,49,Female,30.4,Weight Loss,Intermediate,1,Evening,Cardio Blast
447,29,Male,22.3,Weight Loss,Intermediate,0,Evening,Cardio Blast
448,49,Male,31.8,Muscle Gain,Beginner,3,Evening,CrossFit
449,36,Male,18.5,Flexibility,Advanced,4,Morning,Pilates
450,27,Male,23.3,Weight Loss,Beginner,0,Evening,Zumba
451,41,Female,31.5,Weight Loss,Intermediate,4,Evening,Cardio Blast
452,38,Male,27.6,Flexibility,Beginner,0,Morning,Yoga
453,48,Male,20.5,Flexibility,Intermediate,0,Morning,Pilates
454,37,Male,20.3,Muscle Gain,Beginner,1,Evening,Strength Training
455,22,Male,23.7,Muscle Gain,Beginner,1,Evening,Strength Training
456,19,Female,22.0,Muscle Gain,Advanced,5,Evening,Strength Training
457,27,Female,19.7,Muscle Gain,Beginner,3,Evening,CrossFit
458,49,Female,28.3,Muscle Gain,Advanced,4,Morning,CrossFit
459,30,Male,19.6,Muscle Gain,Beginner,0,Evening,Strength Training
460,42,Male,19.9,Weight Loss,Advanced,1,Morning,HIIT
461,24,Male,24.4,Flexibility,Intermediate,1,Evening,Pilates
462,31,Female,29.4,Weight Loss,Beginner,1,Evening,HIIT
463,40,Female,25.1,Muscle Gain,Beginner,4,Evening,Strength Training
464,19,Female,31.3,Flexibility,Intermediate,4,Evening,Yoga
465,50,Male,23.3,Weight Loss,Advanced,5,Morning,Zumba
466,49,Female,24.0,Weight Loss,Intermediate,1,Morning,HIIT
467,23,Female,21.0,Weight Loss,Beginner,3,Morning,Zumba
468,43,Male,24.6,Weight Loss,Advanced,1,Evening,HIIT
469,49,Male,28.4,Weight Loss,Advanced,4,Evening,Cardio Blast
470,29,Male,27.9,Muscle Gain,Intermediate,0,Morning,Strength Training
471,40,Female,24.7,Weight Loss,Intermediate,3,Evening,Cardio Blast
472,33,Male,24.6,Weight Loss,Beginner,0,Evening,Zumba
473,42,Female,22.7,Flexibility,Advanced,4,Morning,Pilates
474,23,Female,21.0,Flexibility,Intermediate,0,Morning,Pilates
475,47,Female,19.1,Muscle Gain,Intermediate,2,Evening,Strength Training
476,18,Male,31.3,Flexibility,Advanced,3,Evening,Pilates
477,46,Male,27.5,Weight Loss,Advanced,5,Morning,HIIT
478,41,Female,19.3,Muscle Gain,Beginner,0,Evening,CrossFit
479,49,Female,22.9,Muscle Gain,Advanced,2,Evening,Strength Training
480,27,Female,29.2,Flexibility,Intermediate,0,Morning,Yoga
481,20,Female,18.5,Weight Loss,Beginner,1,Morning,Cardio Blast
482,50,Male,18.8,Flexibility,Advanced,3,Morning,Yoga
483,45,Male,31.1,Weight Loss,Beginner,0,Morning,HIIT
484,33,Female,30.2,Weight Loss,Intermediate,4,Morning,Zumba
485,45,Female,27.3,Weight Loss,Beginner,4,Morning,Zumba
486,47,Male,29.7,Muscle Gain,Intermediate,5,Morning,CrossFit
487,43,Male,23.2,Weight Loss,Advanced,1,Morning,Cardio Blast
488,27,Female,24.7,Muscle Gain,Advanced,5,Evening,Strength Training
489,19,Female,19.1,Weight Loss,Beginner,0,Evening,Cardio Blast
490,38,Female,21.4,Weight Loss,Advanced,1,Evening,HIIT
491,30,Female,18.0,Muscle Gain,Intermediate,5,Morning,Strength Training
492,25,Male,21.2,Muscle Gain,Intermediate,4,Evening,Strength Training
493,26,Male,30.9,Flexibility,Advanced,4,Morning,Pilates
494,32,Female,25.2,Muscle Gain,Intermediate,4,Evening,CrossFit
495,28,Male,29.3,Muscle Gain,Intermediate,2,Evening,Strength Training
496,42,Male,19.1,Flexibility,Intermediate,1,Morning,Yoga
497,29,Male,30.1,Muscle Gain,Beginner,0,Morning,CrossFit
498,28,Female,31.9,Muscle Gain,Beginner,1,Evening,CrossFit
499,18,Male,27.6,Muscle Gain,Intermediate,4,Evening,Strength Training
500,32,Male,31.6,Muscle Gain,Beginner,5,Morning,Strength Training
